NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
H4C2	1	ENSG00000278705	
H4C1	1	ENSG00000278637	
SYNPO	1	ENSG00000171992	
RPS10	1	ENSG00000124614	
IFITM5	1	ENSG00000206013	
FAM41C	1	ENSG00000230368	
ABCA9-AS1	1	ENSG00000231749	
H4C6	1	ENSG00000274618	
H4C5	1	ENSG00000276966	
ARRDC4	1	ENSG00000140450	
SRRM4	1	ENSG00000139767	
IL1R2	1	ENSG00000115590	
P3H2	1	ENSG00000090530	
MIR133A1HG	1	ENSG00000265142	
SLC51A	1	ENSG00000163959	
SLC51B	1	ENSG00000186198	
IL23A	1	ENSG00000110944	
ZNF835	1	ENSG00000127903	
OR8G5	1	ENSG00000255298	
SLC22A4	1	ENSG00000197208	
SPRR2E	1	ENSG00000203785	
SLC22A3	1	ENSG00000146477	
SLC22A5	1	ENSG00000197375	
LINC03031	1	ENSG00000254584	
SLC22A2	1	ENSG00000112499	
SLC35D3	1	ENSG00000182747	
LHB	1	ENSG00000104826	
TRANK1	1	ENSG00000168016	
MYOSLID	1	ENSG00000229647	
APCDD1	1	ENSG00000154856	
CBARP	1	ENSG00000099625	
CD79B	1	ENSG00000007312	
GPR15LG	1	ENSG00000188373	
CD79A	1	ENSG00000105369	
CFAP251	1	ENSG00000158023	
DDN-AS1	1	ENSG00000257913	
STRIP2	1	ENSG00000128578	
SPRR2A	1	ENSG00000241794	
SPRR2D	1	ENSG00000163216	
LINC03026	1	ENSG00000287750	
LINC03025	1	ENSG00000276462	
TMEM74B	1	ENSG00000125895	
LINC03022	1	ENSG00000253641	
LIF	1	ENSG00000128342	
SH2D1B	1	ENSG00000198574	
TYR	1	ENSG00000077498	
TPX2	1	ENSG00000088325	
SMTN	1	ENSG00000183963	
VNN1	1	ENSG00000112299	
LRRK2-DT	1	ENSG00000225342	
SPRR1A	1	ENSG00000169474	
SPRR1B	1	ENSG00000169469	
LINC03018	1	ENSG00000254139	
HOTAIR	1	ENSG00000228630	
ZCCHC12	1	ENSG00000174460	
LINC01276	1	ENSG00000226917	
ORM1	1	ENSG00000229314	
LINC01270	1	ENSG00000203999	
LINC01271	1	ENSG00000233077	
RCAN2-DT	1	ENSG00000236466	
LINC01273	1	ENSG00000231742	
SLC35F1	1	ENSG00000196376	
ORM2	1	ENSG00000228278	
GSG1	1	ENSG00000111305	
FEZF2	1	ENSG00000153266	
LINC02599	1	ENSG00000233858	
LINC01267	1	ENSG00000251576	
FEZF1	1	ENSG00000128610	
LINC01269	1	ENSG00000258689	
PWRN1	1	ENSG00000259905	
LINC02594	1	ENSG00000267440	
EDN2	1	ENSG00000127129	
LINC01266	1	ENSG00000224957	
EDN3	1	ENSG00000124205	
SUGT1-DT	1	ENSG00000273723	
SLC35G1	1	ENSG00000176273	
ZDHHC15	1	ENSG00000102383	
VWA2	1	ENSG00000165816	
MATN3	1	ENSG00000132031	
HMX2	1	ENSG00000188816	
MATN2	1	ENSG00000132561	
AMER2	1	ENSG00000165566	
MEGF6	1	ENSG00000162591	
AMER3	1	ENSG00000178171	
MACIR	1	ENSG00000181751	
GDPD2	1	ENSG00000130055	
GDPD3	1	ENSG00000102886	
ZDHHC22	1	ENSG00000177108	
GDPD5	1	ENSG00000158555	
AGAP2-AS1	1	ENSG00000255737	
TCEAL7	1	ENSG00000182916	
TCEAL6	1	ENSG00000204071	
TCEAL5	1	ENSG00000204065	
MTHFD1L	1	ENSG00000120254	
TCEAL2	1	ENSG00000184905	
PDPN	1	ENSG00000162493	
KISS1R	1	ENSG00000116014	
LAIR2	1	ENSG00000167618	
SUSD5	1	ENSG00000173705	
LINC01289	1	ENSG00000253734	
GINS1	1	ENSG00000101003	
SVIL	1	ENSG00000197321	
TM4SF19	1	ENSG00000145107	
LINC01287	1	ENSG00000234722	
GRHL3	1	ENSG00000158055	
OTOP1	1	ENSG00000163982	
GRHL1	1	ENSG00000134317	
OTOP2	1	ENSG00000183034	
OTOP3	1	ENSG00000182938	
SLURP1	1	ENSG00000126233	
LRRN4CL	1	ENSG00000177363	
GSTA1	1	ENSG00000243955	
VWC2	1	ENSG00000188730	
F2RL2	1	ENSG00000164220	
TFPI2-DT	1	ENSG00000234695	
NDUFA13	1	ENSG00000186010	
PLCE1-AS2	1	ENSG00000232913	
LINC03099	1	ENSG00000236393	
SPPL2A	1	ENSG00000138600	
LINC03098	1	ENSG00000230392	
CLEC18C	1	ENSG00000157335	
LINC03095	1	ENSG00000233760	
COMP	1	ENSG00000105664	
ENSG00000232628	1	ENSG00000232628	
EME1	1	ENSG00000154920	
STX16-NPEPL1	1	ENSG00000254995	
SVEP1	1	ENSG00000165124	
ENSG00000286498	1	ENSG00000286498	
LINC03086	1	ENSG00000226644	
PUS1	1	ENSG00000177192	
LINC03088	1	ENSG00000257883	
GOLGA6L2	1	ENSG00000174450	
LINC03082	1	ENSG00000275830	
LIFR	1	ENSG00000113594	
LINC03084	1	ENSG00000254041	
ATP1B2	1	ENSG00000129244	
PUS7	1	ENSG00000091127	
MBNL1-AS1	1	ENSG00000229619	
UCA1	1	ENSG00000214049	
NUPR2	1	ENSG00000185290	
ENSG00000287797	1	ENSG00000287797	
NOP2	1	ENSG00000111641	
LPO	1	ENSG00000167419	
C3orf85	1	ENSG00000241224	
NPC1L1	1	ENSG00000015520	
LINC00836	1	ENSG00000280809	
UBD	1	ENSG00000213886	
ZMAT4	1	ENSG00000165061	
PMAIP1	1	ENSG00000141682	
AMELX	1	ENSG00000125363	
LONRF2	1	ENSG00000170500	
CLEC17A	1	ENSG00000187912	
LDLRAD4-AS1	1	ENSG00000267690	
DAO	1	ENSG00000110887	
DIAPH3	1	ENSG00000139734	
BAMBI	1	ENSG00000095739	
FGFR2	1	ENSG00000066468	
ST7-OT4	1	ENSG00000214188	
UCN	1	ENSG00000163794	
THRB	1	ENSG00000151090	
LINC03053	1	ENSG00000223486	
IL6ST-DT	1	ENSG00000227908	
CGB8	1	ENSG00000213030	
CGB7	1	ENSG00000196337	
CGB5	1	ENSG00000189052	
LINC03051	1	ENSG00000239268	
ENSG00000286447	1	ENSG00000286447	
ENSG00000228566	1	ENSG00000228566	
LRRTM3	1	ENSG00000198739	
LRRTM4	1	ENSG00000176204	
TOP1MT	1	ENSG00000184428	
NTMT2	1	ENSG00000203740	
HLX-AS1	1	ENSG00000257551	
ARHGAP44-AS1	1	ENSG00000265489	
NOS1	1	ENSG00000089250	
SYT15B	1	ENSG00000277758	
LINC03046	1	ENSG00000224817	
C15orf48	1	ENSG00000166920	
SVOP	1	ENSG00000166111	
STPG4	1	ENSG00000239605	
SMKR1	1	ENSG00000240204	
GLP2R	1	ENSG00000065325	
LINC03040	1	ENSG00000181577	
DCN	1	ENSG00000011465	
FLJ16779	1	ENSG00000275620	
MMP20-AS1	1	ENSG00000256916	
ZAR1	1	ENSG00000182223	
IQCM	1	ENSG00000234828	
IQCN	1	ENSG00000130518	
GAP43	1	ENSG00000172020	
ENSG00000205037	1	ENSG00000205037	
CDH10	1	ENSG00000040731	
CDH11	1	ENSG00000140937	
COL6A6	1	ENSG00000206384	
AKNAD1	1	ENSG00000162641	
CDH15	1	ENSG00000129910	
COL6A5	1	ENSG00000172752	
DEFB4A	1	ENSG00000171711	
QKILA	1	ENSG00000261268	
CDH18	1	ENSG00000145526	
CDH19	1	ENSG00000071991	
LINC03079	1	ENSG00000276923	
LINC03078	1	ENSG00000231412	
LTK	1	ENSG00000062524	
NRXN1	1	ENSG00000179915	
NCAM1-AS1	1	ENSG00000227487	
LINC03070	1	ENSG00000236120	
ATP1A2	1	ENSG00000018625	
DDN	1	ENSG00000181418	
ERICH2	1	ENSG00000204334	
ERICH3	1	ENSG00000178965	
ERICH4	1	ENSG00000204978	
ITPRIP-AS1	1	ENSG00000228261	
NOTO	1	ENSG00000214513	
SNCG	1	ENSG00000173267	
CHSY3	1	ENSG00000198108	
SNCB	1	ENSG00000074317	
SNCA	1	ENSG00000145335	
MUC6	1	ENSG00000184956	
HES4	1	ENSG00000188290	
PDX1	1	ENSG00000139515	
DAW1	1	ENSG00000123977	
CAPN13	1	ENSG00000162949	
DES	1	ENSG00000175084	
CAPN12	1	ENSG00000182472	
ATP13A4	1	ENSG00000127249	
FBXW10B	1	ENSG00000241322	
FSIP2	1	ENSG00000188738	
LIF-AS1	1	ENSG00000232530	
ADAMDEC1	1	ENSG00000134028	
NEXMIF	1	ENSG00000050030	
LIF-AS2	1	ENSG00000268812	
VPS13A-AS1	1	ENSG00000232998	
LIPC	1	ENSG00000166035	
CYP2D7	1	ENSG00000205702	
LINC01624	1	ENSG00000227508	
ARHGEF38-IT1	1	ENSG00000249885	
LRAT	1	ENSG00000121207	
LINC01625	1	ENSG00000238099	
LINC02957	1	ENSG00000260454	
LIPK	1	ENSG00000204021	
SAMD10	1	ENSG00000130590	
HES7	1	ENSG00000179111	
HES6	1	ENSG00000144485	
CFAP95	1	ENSG00000204711	
GBP7	1	ENSG00000213512	
CFAP92	1	ENSG00000114656	
CRIPTO	1	ENSG00000241186	
EML1	1	ENSG00000066629	
SLC5A6	1	ENSG00000138074	
SLC5A7	1	ENSG00000115665	
EML5	1	ENSG00000165521	
AR	1	ENSG00000169083	
RBP4	1	ENSG00000138207	
RBP2	1	ENSG00000114113	
TBPL2	1	ENSG00000182521	
LINC01618	1	ENSG00000250302	
PADI3	1	ENSG00000142619	
LINC02944	1	ENSG00000238276	
PADI2	1	ENSG00000117115	
LINC02943	1	ENSG00000237609	
LINC01614	1	ENSG00000230838	
LINC01615	1	ENSG00000223485	
LINC02945	1	ENSG00000249815	
LINC02940	1	ENSG00000235888	
PADI1	1	ENSG00000142623	
LINC02942	1	ENSG00000237074	
LINC01610	1	ENSG00000237643	
LINC01611	1	ENSG00000231776	
ENSG00000287951	1	ENSG00000287951	
RETSAT	1	ENSG00000042445	
SHOX2	1	ENSG00000168779	
SLCO5A1	1	ENSG00000137571	
TTC9-DT	1	ENSG00000245466	
SLC5A2	1	ENSG00000140675	
LY9	1	ENSG00000122224	
BLACAT1	1	ENSG00000281406	
ENSG00000283599	1	ENSG00000283599	
C2	1	ENSG00000166278	
GRIN2A	1	ENSG00000183454	
C6	1	ENSG00000039537	
C7	1	ENSG00000112936	
LINC01649	1	ENSG00000228127	
PRKAR2B	1	ENSG00000005249	
TMEM132D-AS1	1	ENSG00000249196	
LINC01645	1	ENSG00000224968	
PPARGC1A	1	ENSG00000109819	
LINC00311	1	ENSG00000179219	
LINC01644	1	ENSG00000218357	
GPIHBP1	1	ENSG00000277494	
NGFR	1	ENSG00000064300	
GLYATL3	1	ENSG00000203972	
CFAP74	1	ENSG00000142609	
GLYATL1	1	ENSG00000166840	
CFAP73	1	ENSG00000186710	
LINC02970	1	ENSG00000273812	
SEMA6A-AS2	1	ENSG00000249167	
CP	1	ENSG00000047457	
NR0B2	1	ENSG00000131910	
GRIN2B	1	ENSG00000273079	
GRIN2D	1	ENSG00000105464	
COL1A1	1	ENSG00000108821	
GRIN3B	1	ENSG00000116032	
CYP2C8	1	ENSG00000138115	
COL1A2	1	ENSG00000164692	
GRIN3A	1	ENSG00000198785	
ELFN1-AS1	1	ENSG00000236081	
ENSG00000253736	1	ENSG00000253736	
LINC02966	1	ENSG00000234997	
LINC01634	1	ENSG00000235295	
NOX4	1	ENSG00000086991	
LINC01630	1	ENSG00000227115	
HISLA	1	ENSG00000258867	
LINC01633	1	ENSG00000260976	
ENSG00000287937	1	ENSG00000287937	
AREG	1	ENSG00000109321	
LINC02915	1	ENSG00000175746	
UCN3	1	ENSG00000178473	
UCN2	1	ENSG00000145040	
LINC02917	1	ENSG00000239941	
FLVCR2	1	ENSG00000119686	
LINC02912	1	ENSG00000280055	
NIHCOLE	1	ENSG00000251026	
APPL2	1	ENSG00000136044	
TRPC7-AS1	1	ENSG00000248211	
FGFBP2	1	ENSG00000137441	
ACTL6B	1	ENSG00000077080	
RIPK2	1	ENSG00000104312	
VWA5A	1	ENSG00000110002	
EMP1	1	ENSG00000134531	
F2	1	ENSG00000180210	
F5	1	ENSG00000198734	
F7	1	ENSG00000057593	
LINC02909	1	ENSG00000226397	
MCF2L-AS1	1	ENSG00000235280	
CDC42EP2	1	ENSG00000149798	
PMP2	1	ENSG00000147588	
DSCAML1	1	ENSG00000177103	
MDFI	1	ENSG00000112559	
ENSG00000257279	1	ENSG00000257279	
LCAL1	1	ENSG00000286042	
C7orf33	1	ENSG00000170279	
OR10H1	1	ENSG00000186723	
ENSG00000261327	1	ENSG00000261327	
SEZ6	1	ENSG00000063015	
UCP1	1	ENSG00000109424	
TFAP2A-AS1	1	ENSG00000229950	
IFNG-AS1	1	ENSG00000255733	
TFAP2A-AS2	1	ENSG00000285278	
FEZF1-AS1	1	ENSG00000230316	
STYXL2	1	ENSG00000198842	
RECQL4	1	ENSG00000160957	
PROKR1	1	ENSG00000169618	
FOXS1	1	ENSG00000179772	
TUBA3C	1	ENSG00000198033	
GBX2	1	ENSG00000168505	
LINC01605	2	ENSG00000253414:ENSG00000253161	
FGF14-AS2	1	ENSG00000272143	
H3C11	1	ENSG00000275379	
H3C12	1	ENSG00000197153	
LINC02933	1	ENSG00000266289	
RERG-IT1	1	ENSG00000256650	
LINC01602	1	ENSG00000205293	
DMD	1	ENSG00000198947	
CSMD2	1	ENSG00000121904	
CYP2F1	1	ENSG00000197446	
CSMD1	1	ENSG00000183117	
P2RY12	1	ENSG00000169313	
P2RY13	1	ENSG00000181631	
GSX1	1	ENSG00000169840	
P2RY14	1	ENSG00000174944	
VWA3B	1	ENSG00000168658	
TTLL7	1	ENSG00000137941	
TTLL6	1	ENSG00000170703	
AADAC	1	ENSG00000114771	
LINC02925	1	ENSG00000234869	
TTLL9	1	ENSG00000131044	
ZNF695	1	ENSG00000197472	
ZNF692	1	ENSG00000171163	
ENSG00000258572	1	ENSG00000258572	
FAM13C	1	ENSG00000148541	
CXCL17	1	ENSG00000189377	
DEFB1	1	ENSG00000164825	
CXCL13	1	ENSG00000156234	
FOXQ1	1	ENSG00000164379	
HPGDS	1	ENSG00000163106	
ATCAY	1	ENSG00000167654	
HEPHL1	1	ENSG00000181333	
SLC16A9	1	ENSG00000165449	
PITX1	1	ENSG00000069011	
LINC00379	1	ENSG00000229557	
CPA3	1	ENSG00000163751	
PPP1R16B	1	ENSG00000101445	
CPA2	1	ENSG00000158516	
OR2T8	1	ENSG00000177462	
TUBA4B	1	ENSG00000243910	
FOXP2	1	ENSG00000128573	
FAM227A	1	ENSG00000184949	
FAM83C-AS1	1	ENSG00000235214	
MAF	1	ENSG00000178573	
LIX1	1	ENSG00000145721	
FSCN1	1	ENSG00000075618	
MAL	1	ENSG00000172005	
ZNF676	1	ENSG00000196109	
LINC01697	1	ENSG00000232079	
DSC2	1	ENSG00000134755	
KIAA0408	1	ENSG00000189367	
DSC3	1	ENSG00000134762	
ZNF671	1	ENSG00000083814	
CPB2	1	ENSG00000080618	
RNASEH2A	1	ENSG00000104889	
CPB1	1	ENSG00000153002	
BEAN1	1	ENSG00000166546	
TSACC	1	ENSG00000163467	
TROAP	1	ENSG00000135451	
DPT	1	ENSG00000143196	
TNFRSF11B	1	ENSG00000164761	
ENTREP2	1	ENSG00000104059	
ENSG00000249631	1	ENSG00000249631	
STK31	1	ENSG00000196335	
OR2S2	1	ENSG00000278889	
CNTNAP3C	1	ENSG00000283378	
ENSG00000225676	1	ENSG00000225676	
TMEM147-AS1	1	ENSG00000236144	
CNTNAP3B	1	ENSG00000154529	
NPTX1	1	ENSG00000171246	
NPTX2	1	ENSG00000106236	
CPA4	1	ENSG00000128510	
KL	1	ENSG00000133116	
SRD5A2	1	ENSG00000277893	
DEFA6	1	ENSG00000164822	
LINC00390	1	ENSG00000226519	
LINC00393	1	ENSG00000224853	
AICDA	1	ENSG00000111732	
KY	1	ENSG00000174611	
MYRF-AS1	1	ENSG00000124915	
ENTREP1	1	ENSG00000135063	
CXCL11	1	ENSG00000169248	
PTGES2-AS1	1	ENSG00000232850	
CXCL12	1	ENSG00000107562	
BMAL2-AS1	1	ENSG00000245311	
CNTNAP3	1	ENSG00000106714	
PRICKLE2-DT	1	ENSG00000244564	
FHL1	1	ENSG00000022267	
CELF4	1	ENSG00000101489	
BMP7-AS1	1	ENSG00000235032	
MCM10	1	ENSG00000065328	
MIR3150BHG	1	ENSG00000245080	
FHL5	1	ENSG00000112214	
PIK3CG	1	ENSG00000105851	
MHENCR	1	ENSG00000232442	
MRPL2	1	ENSG00000112651	
MB	1	ENSG00000198125	
MYADML2	1	ENSG00000185105	
LINC01668	1	ENSG00000283051	
DGCR5	1	ENSG00000273032	
LINC00334	1	ENSG00000182586	
OVGP1	1	ENSG00000085465	
LINC02991	1	ENSG00000196758	
LINC02990	1	ENSG00000253931	
LINC02993	1	ENSG00000287115	
PEG3	1	ENSG00000198300	
GRHL3-AS1	1	ENSG00000232298	
FOXL3	1	ENSG00000248767	
FOXL2	1	ENSG00000183770	
DBET	1	ENSG00000281591	
IL1RAPL1	1	ENSG00000169306	
DSG1	1	ENSG00000134760	
DSG3	1	ENSG00000134757	
PPP1R12B	1	ENSG00000077157	
DSG4	1	ENSG00000175065	
LINC02984	1	ENSG00000237807	
MET	1	ENSG00000105976	
CNTNAP4	1	ENSG00000152910	
RNFT2	1	ENSG00000135119	
LINC01694	1	ENSG00000233922	
C2orf81	1	ENSG00000284308	
C2orf80	1	ENSG00000188674	
LRP2	1	ENSG00000081479	
LRP8	1	ENSG00000157193	
CKMT2	1	ENSG00000131730	
C2orf88	1	ENSG00000187699	
PTPRZ1	1	ENSG00000106278	
SLITRK2	1	ENSG00000185985	
OR2W3	1	ENSG00000238243	
SLITRK1	1	ENSG00000178235	
SLITRK3	1	ENSG00000121871	
SLC25A20	1	ENSG00000178537	
SLC25A23	1	ENSG00000125648	
CNNM2	1	ENSG00000148842	
LINC00355	1	ENSG00000227674	
CNNM4	1	ENSG00000158158	
LINC01687	1	ENSG00000233215	
CTHRC1	1	ENSG00000164932	
PPP1R14A	1	ENSG00000167641	
PABPC1L	1	ENSG00000101104	
SLC25A34	1	ENSG00000162461	
PPP1R14D	1	ENSG00000166143	
LINC00343	1	ENSG00000226620	
LINC01676	1	ENSG00000230768	
CRADD-AS1	1	ENSG00000258274	
C1orf210	1	ENSG00000253313	
FOXI3	1	ENSG00000214336	
LINC02043	1	ENSG00000232233	
LINC02042	1	ENSG00000240893	
TBL1XR1-AS1	1	ENSG00000231310	
TCL1A	1	ENSG00000100721	
ZNF728	1	ENSG00000269067	
ZNF727	1	ENSG00000214652	
LINC02038	1	ENSG00000229155	
EPHB3	1	ENSG00000182580	
EPHA5	1	ENSG00000145242	
SLC34A3	1	ENSG00000198569	
LINC02033	1	ENSG00000279727	
EPHA7	1	ENSG00000135333	
EPHA6	1	ENSG00000080224	
MUSK	1	ENSG00000030304	
ENTPD3	1	ENSG00000168032	
MIA	1	ENSG00000261857	
EPHA8	1	ENSG00000070886	
SLC34A1	1	ENSG00000131183	
ENTPD5	1	ENSG00000187097	
LINC02031	1	ENSG00000238837	
ENTPD8	1	ENSG00000188833	
MMD2	1	ENSG00000136297	
MIF	1	ENSG00000240972	
VWA5B1	1	ENSG00000158816	
SFRP4	1	ENSG00000106483	
SFRP1	1	ENSG00000104332	
ZNF716	1	ENSG00000182111	
SFRP5	1	ENSG00000120057	
TAGLN3	1	ENSG00000144834	
LINC02027	1	ENSG00000243694	
BVES-AS1	1	ENSG00000203808	
TMEM72-AS1	1	ENSG00000224812	
LINC02029	1	ENSG00000241544	
CRACD	1	ENSG00000109265	
SUPT4H1	1	ENSG00000213246	
AARD	1	ENSG00000205002	
EVPL	1	ENSG00000167880	
SLC2A1-DT	1	ENSG00000227533	
MIER3	1	ENSG00000155545	
PENK	1	ENSG00000181195	
ARSH	1	ENSG00000205667	
PCAT14	1	ENSG00000280623	
RIMKLA	1	ENSG00000177181	
PCAT18	1	ENSG00000265369	
GDNF-AS1	1	ENSG00000248587	
LINC02057	1	ENSG00000249279	
FOXF2	1	ENSG00000137273	
PILRB	1	ENSG00000121716	
CELA1	1	ENSG00000139610	
LINC02050	1	ENSG00000242781	
TAS2R38	1	ENSG00000257138	
PGM5P3-AS1	1	ENSG00000277631	
GOLGA6L24	1	ENSG00000237850	
KLHL30-AS1	1	ENSG00000279484	
TG	1	ENSG00000042832	
TH	1	ENSG00000180176	
COL9A1	1	ENSG00000112280	
COL9A3	1	ENSG00000092758	
RCOR2	1	ENSG00000167771	
CCNJL	1	ENSG00000135083	
STK32A-AS1	1	ENSG00000250343	
PCSK2	1	ENSG00000125851	
FKBP10	1	ENSG00000141756	
PCSK1	1	ENSG00000175426	
LINC02000	1	ENSG00000243832	
TMEM151B	1	ENSG00000178233	
RNF32-AS1	1	ENSG00000224903	
TNFRSF13B	1	ENSG00000240505	
MOGAT2	1	ENSG00000166391	
MOGAT1	1	ENSG00000124003	
SLC7A14	1	ENSG00000013293	
PCSK9	1	ENSG00000169174	
SLC7A11	1	ENSG00000151012	
PCSK5	1	ENSG00000099139	
CHRDL1	1	ENSG00000101938	
GGTA1	1	ENSG00000204136	
GNGT1	1	ENSG00000127928	
ACADL	1	ENSG00000115361	
STBD1	1	ENSG00000118804	
ENC1	1	ENSG00000171617	
DIRC1	1	ENSG00000174325	
ACADS	1	ENSG00000122971	
DIRC3	1	ENSG00000231672	
SBSPON	1	ENSG00000164764	
FOXD3	1	ENSG00000187140	
FOXD1	1	ENSG00000251493	
TNFRSF12A	1	ENSG00000006327	
MME	1	ENSG00000196549	
CCDC113	1	ENSG00000103021	
UBE2H-DT	1	ENSG00000244036	
VSNL1	1	ENSG00000163032	
BANK1	1	ENSG00000153064	
FOXF2-DT	1	ENSG00000261730	
LHFPL3-AS1	1	ENSG00000226869	
LINC02023	1	ENSG00000239205	
PNCK	1	ENSG00000130822	
SPINDOC	1	ENSG00000168005	
PVT1	1	ENSG00000249859	
CPN1	1	ENSG00000120054	
ENSG00000254111	1	ENSG00000254111	
ESAM-AS1	1	ENSG00000250073	
NPM2	1	ENSG00000158806	
SLCO5A1-AS1	1	ENSG00000246528	
CAVIN2	1	ENSG00000168497	
LOC101928924	1	ENSG00000249295	
ENSG00000287000	1	ENSG00000287000	
KLK15	1	ENSG00000174562	
NPM3	1	ENSG00000107833	
KLK10	1	ENSG00000129451	
CABCOCO1	1	ENSG00000183346	
ENSG00000244791	1	ENSG00000244791	
KLK11	1	ENSG00000167757	
KLK12	1	ENSG00000186474	
ALDH4A1	1	ENSG00000159423	
CNIH3-AS2	1	ENSG00000233384	
GFI1B	1	ENSG00000165702	
GRIK1-AS1	1	ENSG00000174680	
LINC02009	1	ENSG00000283646	
AUNIP	1	ENSG00000127423	
ENSG00000251076	1	ENSG00000251076	
FOXA2	1	ENSG00000125798	
SH3GL3	1	ENSG00000140600	
CCDC166	1	ENSG00000255181	
ACAA2	1	ENSG00000167315	
CCDC169	1	ENSG00000242715	
KLHL34	1	ENSG00000185915	
KLHL35	1	ENSG00000149243	
RTL5	1	ENSG00000242732	
KLHL31	1	ENSG00000124743	
NPPB	1	ENSG00000120937	
STEAP2-AS1	1	ENSG00000227646	
CCND1	1	ENSG00000110092	
MPZ	1	ENSG00000158887	
DUOXA2	1	ENSG00000140274	
BANF2	1	ENSG00000125888	
PAMR1	1	ENSG00000149090	
SH3GL2	1	ENSG00000107295	
CCDC154	1	ENSG00000197599	
SPECC1-DT	1	ENSG00000261033	
OSR1	1	ENSG00000143867	
CCDC158	1	ENSG00000163749	
THEMIS	1	ENSG00000172673	
LITAFD	1	ENSG00000283516	
CCNE1	1	ENSG00000105173	
DPEP1	1	ENSG00000015413	
CCDC152	1	ENSG00000198865	
CCDC150	1	ENSG00000144395	
DPEP3	1	ENSG00000141096	
GCM1	1	ENSG00000137270	
C20orf144	1	ENSG00000149609	
RTN1	1	ENSG00000139970	
ARHGEF26	1	ENSG00000114790	
NPR1	1	ENSG00000169418	
ARHGEF25	1	ENSG00000240771	
CCDC148	1	ENSG00000153237	
CHAT	1	ENSG00000070748	
KLHL17	1	ENSG00000187961	
SCIRT	1	ENSG00000237686	
ACACB	1	ENSG00000076555	
KIR2DL4	1	ENSG00000189013	
ENHO	1	ENSG00000168913	
HCAR2	1	ENSG00000182782	
HCAR3	1	ENSG00000255398	
BRINP2	1	ENSG00000198797	
HCAR1	1	ENSG00000196917	
CHAD	1	ENSG00000136457	
BRINP3	1	ENSG00000162670	
BANCR	1	ENSG00000278910	
GCKR	1	ENSG00000084734	
ARHGEF37	1	ENSG00000183111	
HMGA1	1	ENSG00000137309	
SLC52A1	1	ENSG00000132517	
ENSG00000226097	1	ENSG00000226097	
EVX1	1	ENSG00000106038	
SHISAL1	1	ENSG00000138944	
MT4	1	ENSG00000102891	
BMP7	1	ENSG00000101144	
PHOX2B	1	ENSG00000109132	
BMP6	1	ENSG00000153162	
BMP5	1	ENSG00000112175	
PHOX2A	1	ENSG00000165462	
BMP4	1	ENSG00000125378	
BMP3	1	ENSG00000152785	
SLC45A4-AS1	1	ENSG00000254019	
BMP2	1	ENSG00000125845	
CPS1	1	ENSG00000021826	
OSTN	1	ENSG00000188729	
CAMTA1-IT1	1	ENSG00000237402	
PNLIPRP2	1	ENSG00000266200	
ATP2A3	1	ENSG00000074370	
DNAH17-AS1	1	ENSG00000267432	
PHLDA1-AS1	1	ENSG00000257453	
GPER1	1	ENSG00000164850	
CFAP47	1	ENSG00000165164	
CD200R1L	1	ENSG00000206531	
ZNF385B	1	ENSG00000144331	
CFAP46	1	ENSG00000171811	
CFAP45	1	ENSG00000213085	
BCKDHA	1	ENSG00000248098	
KRT222	1	ENSG00000213424	
LINC02078	1	ENSG00000267719	
CCDC198	1	ENSG00000100557	
MMP7	1	ENSG00000137673	
CHN2-AS1	1	ENSG00000235669	
MMP1	1	ENSG00000196611	
LINC02073	1	ENSG00000267452	
RFPL2	1	ENSG00000128253	
MMP3	1	ENSG00000149968	
ARHGEF19	1	ENSG00000142632	
UBE2QL1	1	ENSG00000215218	
MMP8	1	ENSG00000118113	
MMP9	1	ENSG00000100985	
TRDN	1	ENSG00000186439	
CCNA1	1	ENSG00000133101	
VGF	1	ENSG00000128564	
MMRN1	1	ENSG00000138722	
IRF4	1	ENSG00000137265	
CDHR2	1	ENSG00000074276	
CCDC192	1	ENSG00000230561	
PCDH10-DT	1	ENSG00000250241	
RBM20	1	ENSG00000203867	
NHEG1	1	ENSG00000225391	
CDHR5	1	ENSG00000099834	
CCDC190	1	ENSG00000185860	
CFAP54	1	ENSG00000188596	
RBM24	1	ENSG00000112183	
PNLIPRP3	1	ENSG00000203837	
CCDC187	1	ENSG00000260220	
ENSG00000266976	1	ENSG00000266976	
TUBAL3	1	ENSG00000178462	
LAMA1	1	ENSG00000101680	
DBX1	1	ENSG00000109851	
C9orf163	1	ENSG00000196366	
ACVR1C	1	ENSG00000123612	
UBE2NL	1	ENSG00000276380	
CHGA	1	ENSG00000100604	
KRTAP10-2	1	ENSG00000205445	
KRTAP10-4	1	ENSG00000215454	
NAA10	1	ENSG00000102030	
ATP2B4	1	ENSG00000058668	
ATP2B3	1	ENSG00000067842	
ATP2B2	1	ENSG00000157087	
ENSG00000286557	1	ENSG00000286557	
LEF1-AS1	1	ENSG00000232021	
ASB9	1	ENSG00000102048	
ASB4	1	ENSG00000005981	
THRSP	1	ENSG00000151365	
EVA1A-AS	1	ENSG00000231172	
ASB5	1	ENSG00000164122	
ASB2	1	ENSG00000100628	
VIP	1	ENSG00000146469	
VIT	1	ENSG00000205221	
MYT1L	1	ENSG00000186487	
ABCA12	1	ENSG00000144452	
H2AC16	1	ENSG00000276903	
GLDN	1	ENSG00000186417	
ENSG00000253844	1	ENSG00000253844	
RNF112	1	ENSG00000128482	
